0,088
0,313
0,312
0,312
0,312
0,31
0,309
0,309
0,308
0,305
0,303
0,302
0,299
0,296
0,294
0,292
0,29
0,286
0,287
0,287
0,286
0,284
0,283
0,28
0,279
0,279
0,28
0,279
0,275
0,273
0,272
0,271
0,271
0,272
0,269
0,269
0,269
0,27
0,269
0,271
0,273
0,274
0,273
0,273
0,274
0,273
0,274
0,275
0,275
0,277
0,279
0,279
0,279
0,28
0,28
0,282
0,284
0,285
0,287
0,288
0,287
0,29
0,292
0,292
0,293
0,296
0,296
0,297
0,299
0,301
0,304
0,305
0,308
0,308
0,311
0,313
0,313
0,313
0,314
0,317
0,317
0,318
0,32
0,324
0,326
0,326
0,327
0,329
0,331
0,334
0,334
0,334
0,335
0,335
0,336
0,338
0,339
0,341
0,341
0,341
0,342
0,343
0,345
0,345
0,347
0,348
0,348
0,35
0,349
0,35
0,351
0,353
0,354
0,353
0,355
0,356
0,357
0,357
0,357
0,358
0,359
0,36
0,361
0,363
0,364
0,364
0,365
0,365
0,365
0,365
0,365
0,365
0,366
0,366
0,367
0,366
0,366
0,367
0,367
0,367
0,367
0,367
0,367
0,367
0,367
0,366
0,366
0,366
0,367
0,367
0,367
0,367
0,367
0,367
0,367
0,366
0,366
0,366
0,366
0,366
0,366
0,366
0,365
0,365
0,365
0,365
0,365
0,365
0,364
0,365
0,365
0,366
0,365
0,365
0,366
0,364
0,364
0,364
0,364
0,363
0,364
0,364
0,363
0,362
0,361
0,361
0,361
0,361
0,361
0,361
0,36
0,36
0,36
0,361
0,361
0,362
0,361
0,362
0,362
0,363
0,362
0,363
0,363
0,363
0,365
0,364
0,364
0,364
0,364
0,366
0,367
0,369
0,368
0,367
0,366
0,367
0,367
0,366
0,366
0,367
0,368
0,368
0,369
0,369
0,369
0,37
0,369
0,37
0,371
0,371
0,37
0,371
0,371
0,371
0,373
0,373
0,373
0,375
0,375
0,376
0,377
0,38
0,38
0,381
0,382
0,383
0,385
0,386
0,387
0,389
0,39
0,393
0,395
0,395
0,397
0,398
0,4
0,399
0,401
0,401
0,401
0,402
0,402
0,403
0,405
0,407
0,407
0,409
0,41
0,411
0,414
0,411
0,411
0,412
0,413
0,414
0,414
0,417
0,423
0,426
0,431
0,431
0,428
0,43
0,425
0,42
0,416
0,409
0,401
0,397
0,396
0,391
0,383
0,376
0,374
0,372
0,371
0,369
0,366
0,365
0,361
0,357
0,354
0,351
0,347
0,34
0,342
0,341
0,337
0,333
0,328
0,326
0,323
0,323
0,321
0,32
0,319
0,315
0,314
0,314
0,31
0,31
0,31
0,309
0,31
0,308
0,308
0,308
0,308
0,308
0,308
0,305
0,305
0,305
0,307
0,308
0,309
0,309
0,31
0,31
0,31
0,308
0,309
0,309
0,31
0,309
0,309
0,308
0,309
0,311
0,318
0,319
0,319
0,318
0,317
0,318
0,318
0,321
0,323
0,323
0,323
0,323
0,326
0,33
0,333
0,333
0,334
0,335
0,336
0,338
0,34
0,343
0,346
0,35
0,351
0,348
0,35
0,35
0,35
0,352
0,351
0,353
0,357
0,359
0,36
0,361
0,362
0,365
0,366
0,364
0,365
0,366
0,366
0,369
0,371
0,373
0,375
0,376
0,376
0,376
0,377
0,377
0,378
0,378
0,379
0,379
0,381
0,381
0,381
0,383
0,382
0,382
0,382
0,38
0,383
0,381
0,382
0,382
0,381
0,382
0,383
0,383
0,382
0,383
0,383
0,382
0,383
0,383
0,384
0,384
0,385
0,386
0,386
0,385
0,387
0,388
0,388
0,389
0,39
0,389
0,389
0,388
0,389
0,39
0,391
0,393
0,393
0,394
0,395
0,395
0,396
0,396
0,397
0,398
0,398
0,399
0,4
0,402
0,403
0,403
0,404
0,404
0,405
0,405
0,405
0,406
0,406
0,406
0,405
0,404
0,406
0,406
0,405
0,405
0,406
0,404
0,404
0,404
0,404
0,405
0,404
0,404
0,404
0,405
0,405
0,404
0,405
0,403
0,404
0,402
0,404
0,401
0,399
0,397
0,397
0,396
0,397
0,396
0,393
0,392
0,391
0,391
0,386
0,382
0,379
0,375
0,372
0,367
0,364
0,361
0,359
0,356
0,357
0,357
0,355
0,355
0,353
0,356
0,35
0,34
0,34
0,334
0,328
0,328
0,328
0,324
0,325
0,324
0,32
0,317
0,319
0,316
0,309
0,308
0,303
0,305
0,301
0,293
0,292
0,287
0,291
0,291
0,293
0,294
0,288
0,288
0,283
0,28
0,279
0,273
0,282
0,274
0,261
0,254
0,25
0,244
0,238
0,237
0,236
0,235
0,226
0,219
0,217
0,217
0,217
0,218
0,222
0,223
0,223
0,223
0,222
0,22
0,219
0,218
0,216
0,214
0,213
0,214
0,212
0,208
0,209
0,211
0,21
0,211
0,215
0,209
0,202
0,204
0,201
0,199
0,194
0,192
0,187
0,182
0,18
0,178
0,173
0,171
0,17
0,167
0,166
0,166
0,167
0,167
0,166
0,164
0,163
0,163
0,162
0,163
0,165
0,167
0,167
0,166
0,163
0,162
0,161
0,161
0,16
0,161
0,16
0,16
0,161
